INDEX,YEAR,met_week,MAX,MIN,RF,day_count
42933,2017,45,32.86,15.87,0.0,7
42933,2017,46,32.73,17.74,0.0,7
42933,2017,47,33.16,17.77,0.0,7
42933,2017,48,32.09,13.99,0.0,7
42933,2017,49,31.44,16.89,0.0,7
42933,2017,50,32.54,16.44,0.0,7
42933,2017,51,31.19,11.29,0.0,7
42933,2017,52,31.3,10.13,0.0,6
42933,2018,1,32.5,16.51,3.7,7
42933,2018,2,37.51,20.66,0.0,7
42933,2018,3,36.73,22.6,7.8,7
42933,2018,4,36.97,21.61,0.0,7
42933,2018,5,39.17,20.9,0.0,7
42933,2018,6,40.49,21.6,0.0,7
42933,2018,7,41.43,24.41,0.0,7
42933,2018,8,41.04,25.94,1.1,7
42933,2018,9,43.24,26.46,0.0,7
42933,2018,10,44.04,26.7,0.0,7
42933,2018,11,44.23,29.34,0.0,7
42933,2018,12,44.23,29.24,0.5,7
42933,2018,13,44.46,30.19,0.3,7
42933,2018,14,45.07,31.09,0.0,7
42933,2018,15,42.31,26.93,17.4,7
42933,2018,16,37.54,25.01,105.1,7
42933,2018,17,38.81,27.23,0.0,7
42933,2018,18,35.57,24.64,98.6,7
42933,2018,19,33.17,24.01,109.0,7
42933,2018,20,31.77,23.79,61.6,7
42933,2018,21,28.87,23.56,125.3,7
42933,2018,22,29.21,23.49,53.9,7
42933,2018,23,30.54,23.26,24.9,7
42933,2018,24,33.21,23.79,6.4,7
42933,2018,25,31.59,23.99,2.9,7
42933,2018,26,28.61,23.47,138.8,7
42933,2018,27,29.03,22.27,61.6,7
42933,2018,28,29.96,22.7,3.3,7
42933,2018,29,31.44,21.43,0.8,7
42933,2018,30,34.71,22.57,0.0,7
42933,2018,31,33.16,22.9,67.4,7
42933,2018,32,35.34,22.69,0.0,7
42933,2018,33,36.53,22.24,0.0,7
42933,2018,34,36.6,19.56,0.0,7
42933,2018,35,36.44,20.69,0.0,7
42933,2018,36,36.03,18.19,0.0,7
42933,2018,37,34.16,20.01,4.7,7
42933,2018,38,34.5,15.81,3.7,7
42933,2018,39,35.03,15.53,0.0,7
42933,2018,40,33.06,17.09,4.3,7
42933,2018,41,31.37,14.17,0.0,7
42933,2018,42,31.36,17.59,0.0,7
42933,2018,43,29.4,12.81,0.0,7
42933,2018,44,29.29,11.81,0.0,7
42933,2018,45,28.83,9.84,0.0,7
42933,2019,1,31.44,10.4,0.0,7
42933,2019,2,30.03,10.93,0.0,7
42933,2019,3,32.11,11.54,0.0,7
42933,2019,4,28.11,14.33,0.0,7
42933,2019,5,30.63,12.36,0.0,7
42933,2019,6,32.34,13.96,0.0,7
42933,2019,7,34.37,16.3,0.0,7
42933,2019,8,37.09,19.1,1.6,7
42933,2019,9,34.46,18.06,0.0,7
42933,2019,10,35.43,17.47,0.0,7
42933,2019,11,38.09,20.99,0.0,7
42933,2019,12,39.5,20.66,0.0,7
42933,2019,13,42.21,22.31,0.0,7
42933,2019,14,43.01,25.04,0.0,7
42933,2019,15,43.26,25.46,0.0,7
42933,2019,16,39.91,23.31,2.4,7
42933,2019,17,46.57,27.09,0.0,7
42933,2019,18,42.84,27.97,0.0,7
42933,2019,19,43.01,27.91,0.0,7
42933,2019,20,43.67,28.21,0.0,7
42933,2019,21,44.93,30.09,0.0,7
42933,2019,22,45.47,29.17,0.0,7
42933,2019,23,43.99,28.64,15.5,7
42933,2019,24,42.03,28.94,1.2,7
42933,2019,25,38.19,26.2,41.3,7
42933,2019,26,34.76,23.86,135.1,7
42933,2019,27,30.9,22.99,66.2,7
42933,2019,28,34.7,24.1,25.3,7
42933,2019,29,35.93,24.77,37.5,7
42933,2019,30,31.4,23.76,130.2,7
42933,2019,31,28.9,22.43,103.7,7
42933,2019,32,30.31,22.64,77.7,7
42933,2019,33,31.74,22.81,15.7,7
42933,2019,34,29.77,22.89,42.4,7
42933,2019,35,31.09,22.4,64.9,7
42933,2019,36,30.8,23.26,12.9,7
42933,2019,37,29.67,22.47,32.5,7
42933,2019,38,31.54,22.0,147.9,7
42933,2019,39,32.04,22.23,133.3,7
42933,2019,40,33.61,22.14,1.8,7
42933,2019,41,33.57,21.41,0.0,7
42933,2019,42,31.81,20.31,10.2,7
42933,2019,43,27.51,20.61,70.5,7
42933,2019,44,31.34,21.39,27.9,7
42933,2019,45,32.57,20.31,0.0,7
42933,2019,46,31.4,16.33,0.0,7
42933,2019,47,31.97,15.53,0.0,7
42933,2019,48,31.84,16.26,0.0,7
42933,2019,49,30.67,14.81,0.0,7
42933,2019,50,30.84,16.39,1.1,7
42933,2019,51,28.6,15.83,0.0,7
42933,2019,52,27.29,14.0,0.0,7
42933,2019,53,25.4,13.2,2.1,1
42933,2020,1,24.86,12.79,0.9,7
42933,2020,2,29.03,12.69,0.0,7
42933,2020,3,29.59,13.79,0.0,7
42933,2020,4,32.71,16.01,0.0,7
42933,2020,5,29.5,14.03,0.0,7
42933,2020,6,29.34,15.26,0.0,7
42933,2020,7,34.01,15.2,0.0,7
42933,2020,8,35.81,17.73,0.0,7
42933,2020,9,34.77,16.44,3.2,7
42933,2020,10,34.77,18.56,2.2,7
42933,2020,11,35.0,19.39,0.0,7
42933,2020,12,37.43,19.91,4.2,7
42933,2020,13,38.07,21.77,8.3,7
42933,2020,14,40.2,22.57,1.6,7
42933,2020,15,41.8,24.13,0.0,7
42933,2020,16,42.97,25.41,0.0,7
42933,2020,17,42.2,26.33,0.0,7
42933,2020,18,43.7,26.74,0.0,7
42933,2020,19,43.51,26.96,2.4,7
42933,2020,20,42.59,27.71,1.1,7
42933,2020,21,45.36,29.3,0.0,7
42933,2020,22,43.63,28.3,0.4,7
42933,2020,23,36.16,24.1,14.8,7
42933,2020,24,36.59,23.54,74.7,7
42933,2020,25,35.09,25.0,0.4,7
42933,2020,26,35.6,23.87,38.8,7
42933,2020,27,34.96,24.24,25.6,7
42933,2020,28,34.27,24.89,78.8,7
42933,2020,29,32.09,24.56,86.3,7
42933,2020,30,33.01,25.04,15.6,7
42933,2020,31,33.39,24.81,49.6,7
42933,2020,32,31.97,24.7,36.5,7
42933,2020,33,27.76,23.1,100.7,7
42933,2020,34,30.19,23.27,43.3,7
42933,2020,35,31.06,23.37,28.1,7
42933,2020,36,34.4,24.26,26.3,7
42933,2020,37,34.09,24.17,41.5,7
42933,2020,38,33.83,24.44,28.0,7
42933,2020,39,32.87,23.5,13.1,7
42933,2020,40,35.56,23.6,0.0,7
42933,2020,41,33.81,23.83,37.7,7
42933,2020,42,33.2,24.37,4.2,7
42933,2020,43,34.79,21.9,1.4,7
42933,2020,44,34.37,17.56,0.0,7
42933,2020,45,33.66,14.17,0.0,7
42933,2020,46,33.6,17.46,0.0,7
42933,2020,47,33.3,18.76,3.8,7
42933,2020,48,31.74,17.67,0.0,7
42933,2020,49,33.09,13.76,0.0,7
42933,2020,50,31.11,18.03,0.3,7
42933,2020,51,30.34,13.9,0.0,7
42933,2020,52,30.99,12.14,0.0,7
42933,2020,53,29.7,15.2,0.0,2
42933,2021,1,30.21,17.13,2.3,7
42933,2021,2,32.73,17.7,0.8,7
42933,2021,3,33.09,17.16,0.0,7
42933,2021,4,32.71,15.47,0.0,7
42933,2021,5,32.09,13.6,0.0,7
42933,2021,6,32.46,12.47,0.0,7
42933,2021,7,33.59,17.36,0.0,7
42933,2021,8,33.33,16.0,0.0,7
42933,2021,9,37.63,18.26,0.0,7
42933,2021,10,39.27,19.2,0.0,7
42933,2021,11,38.66,21.54,0.0,7
42933,2021,12,36.41,19.9,12.4,7
42933,2021,13,41.29,21.19,0.0,7
42933,2021,14,42.16,23.21,0.0,7
42933,2021,15,40.24,23.09,2.7,7
42933,2021,16,40.93,25.44,0.0,7
42933,2021,17,42.56,26.59,0.0,7
42933,2021,18,41.4,26.71,0.0,7
42933,2021,19,41.74,27.49,0.0,7
42933,2021,20,39.63,26.44,13.4,7
42933,2021,21,41.31,26.99,0.8,7
42933,2021,22,39.26,26.04,14.8,7
42933,2021,23,36.46,23.69,107.8,7
42933,2021,24,36.24,23.07,73.0,7
42933,2021,25,34.29,23.71,13.1,7
42933,2021,26,35.46,24.29,15.3,7
42933,2021,27,37.79,24.77,18.0,7
42933,2021,28,32.01,23.19,91.7,7
42933,2021,29,31.97,23.4,225.4,7
42933,2021,30,30.11,22.8,53.0,7
42933,2021,31,30.41,22.63,18.2,7
42933,2021,32,33.87,22.86,1.4,7
42933,2021,33,31.93,22.23,74.4,7
42933,2021,34,31.29,23.23,29.2,7
42933,2021,35,32.21,24.99,65.2,7
42933,2021,36,31.73,24.84,99.1,7
42933,2021,37,31.93,24.76,13.8,7
42933,2021,38,31.96,24.37,57.0,7
42933,2021,39,31.14,24.26,59.2,7
42933,2021,40,34.2,25.1,25.5,7
42933,2021,41,35.43,23.54,0.0,7
42933,2021,42,32.49,21.3,82.6,7
42933,2021,43,32.94,18.64,0.0,7
42933,2021,44,32.36,17.47,0.0,7
42933,2021,45,32.29,16.6,0.0,7
42933,2021,46,33.16,22.63,0.0,7
42933,2021,47,33.26,22.44,2.2,7
42933,2021,48,30.59,17.84,0.2,7
42933,2021,49,30.27,18.44,0.0,7
42933,2021,50,30.39,16.86,0.0,7
42933,2021,51,29.69,12.73,0.0,7
42933,2021,52,28.87,15.33,38.1,7
42933,2022,1,28.97,16.43,0.0,7
42933,2022,2,26.99,17.19,0.1,7
42933,2022,3,28.09,14.79,5.9,7
42933,2022,4,27.29,12.03,0.0,7
42933,2022,5,31.69,12.34,0.0,7
42933,2022,6,31.5,14.24,0.0,7
42933,2022,7,32.4,16.71,0.0,7
42933,2022,8,35.61,18.57,0.0,7
42933,2022,9,36.67,20.96,0.0,7
42933,2022,10,35.37,21.07,0.3,7
42933,2022,11,39.86,20.51,0.0,7
42933,2022,12,41.91,24.86,0.0,7
42933,2022,13,42.81,24.49,0.0,7
42933,2022,14,43.83,24.96,0.0,7
42933,2022,15,43.44,26.91,0.0,7
42933,2022,16,43.81,27.43,0.0,7
42933,2022,17,43.61,27.36,0.0,7
42933,2022,18,44.57,29.39,0.0,7
42933,2022,19,44.27,30.64,0.0,7
42933,2022,20,44.13,30.41,0.0,7
42933,2022,21,41.94,29.1,0.0,7
42933,2022,22,42.07,29.24,2.8,7
42933,2022,23,43.4,29.39,5.6,7
42933,2022,24,37.39,26.09,158.1,7
42933,2022,25,34.67,25.0,28.2,7
42933,2022,26,35.27,25.74,128.6,7
42933,2022,27,32.11,24.53,142.9,7
42933,2022,28,27.77,23.44,123.2,7
42933,2022,29,28.84,23.89,111.9,7
42933,2022,30,29.46,24.04,24.2,7
42933,2022,31,33.97,25.29,18.7,7
42933,2022,32,30.51,24.36,70.1,7
42933,2022,33,30.93,24.0,34.8,7
42933,2022,34,31.99,24.33,5.0,7
42933,2022,35,33.94,24.3,32.5,7
42933,2022,36,33.54,24.73,5.7,7
42933,2022,37,31.61,24.0,112.1,7
42933,2022,38,31.86,23.7,54.9,7
42933,2022,39,33.69,23.71,0.0,7
42933,2022,40,35.34,24.37,46.2,7
42933,2022,41,31.54,24.2,31.0,7
42933,2022,42,31.91,22.39,10.0,7
42933,2022,43,33.03,18.36,0.0,7
42933,2022,44,32.9,17.23,0.0,7
42933,2022,45,34.3,17.97,0.0,7
42933,2022,46,32.44,16.41,0.0,7
42933,2022,47,31.19,13.2,0.0,7
42933,2022,48,31.97,14.23,0.0,7
42933,2022,49,31.43,16.53,0.0,7
42933,2022,50,31.43,19.66,6.1,7
42933,2022,51,33.11,16.77,0.0,7
42933,2022,52,33.03,17.17,0.0,7
42933,2022,53,35.0,17.1,0.0,1
42933,2023,1,28.83,16.04,0.0,7
42933,2023,2,31.7,11.89,0.0,7
42933,2023,3,31.46,15.54,0.0,7
42933,2023,4,32.13,17.1,0.0,7
42933,2023,5,32.56,14.56,0.0,7
42933,2023,6,34.93,13.26,0.0,7
42933,2023,7,36.36,13.21,0.0,7
42933,2023,8,37.83,15.06,0.0,7
42933,2023,9,37.77,19.0,0.0,7
42933,2023,10,36.21,18.31,3.0,7
42933,2023,11,33.71,18.5,11.4,7
42933,2023,12,34.71,19.8,0.0,7
42933,2023,13,37.66,20.89,0.0,7
42933,2023,14,38.01,22.09,20.9,7
42933,2023,15,39.49,23.24,17.2,7
42933,2023,16,41.11,23.89,1.4,7
42933,2023,17,37.26,20.94,18.6,7
42933,2023,18,33.99,22.61,3.8,7
42933,2023,19,43.06,25.34,0.0,7
42933,2023,20,43.21,27.99,0.0,7
42933,2023,21,42.53,27.54,0.0,7
42933,2023,22,43.0,28.67,0.0,7
42933,2023,23,42.01,27.69,8.9,7
42933,2023,24,42.0,28.83,1.0,7
42933,2023,25,39.56,28.19,1.8,7
42933,2023,26,32.73,25.16,18.3,7
42933,2023,27,35.19,25.56,112.6,7
42933,2023,28,31.13,23.96,196.8,7
42933,2023,29,28.83,24.14,204.0,7
42933,2023,30,31.6,24.33,7.0,7
42933,2023,31,30.87,24.1,12.0,7
42933,2023,32,32.47,23.41,4.2,7
42933,2023,33,31.41,23.64,30.8,7
42933,2023,34,31.37,23.19,0.8,7
42933,2023,35,34.89,23.94,15.2,7
42933,2023,36,32.4,24.26,21.0,7
42933,2023,37,29.74,23.24,21.6,7
42933,2023,38,32.33,23.46,74.4,7
42933,2023,39,33.33,23.46,27.9,7
42933,2023,40,35.29,22.36,0.0,7
42933,2023,41,37.21,21.56,0.0,7
42933,2023,42,36.11,21.59,0.0,7
42933,2023,43,35.03,17.74,0.0,7
42933,2023,44,33.86,17.61,0.0,7
42933,2023,45,34.66,17.83,0.0,7
42933,2023,46,33.69,17.34,0.0,7
42933,2023,47,32.87,18.96,0.0,7
42933,2023,48,28.93,19.64,56.0,7
42933,2023,49,29.04,18.03,0.0,7
42933,2023,50,29.79,15.39,0.0,7
42933,2023,51,30.03,13.36,0.0,7
42933,2023,52,31.58,15.6,0.0,5
42933,2024,1,30.2,17.24,0.0,7
42933,2024,2,30.49,17.3,0.2,7
42933,2024,3,31.03,15.14,0.0,7
42933,2024,4,29.91,12.86,0.0,7
42933,2024,5,32.06,15.47,0.0,7
42933,2024,6,33.49,17.43,0.0,7
42933,2024,7,34.0,19.14,0.0,7
42933,2024,8,34.76,17.24,0.0,7
42933,2024,9,35.24,20.77,10.7,7
42933,2024,10,35.83,17.26,0.0,7
42933,2024,11,38.3,19.87,0.0,7
42933,2024,12,38.31,20.26,0.0,7
42933,2024,13,41.64,24.8,0.0,7
42933,2024,14,41.49,24.53,0.0,7
42933,2024,15,37.16,22.9,11.7,7
42933,2024,16,41.99,26.24,5.4,7
42933,2024,17,40.57,25.1,7.8,7
42933,2024,18,42.89,25.57,0.0,7
42933,2024,19,43.19,27.77,0.0,7
42933,2024,20,41.24,27.19,0.0,7
42933,2024,21,44.6,29.83,0.8,7
42933,2024,22,43.11,28.84,0.0,7
42933,2024,23,40.43,26.24,35.4,7
42933,2024,24,36.96,24.06,91.1,7
42933,2024,25,36.73,25.6,13.5,7
42933,2024,26,35.29,25.77,3.4,7
42933,2024,27,33.76,24.69,30.0,7
42933,2024,28,32.24,24.4,228.3,7
42933,2024,29,30.86,23.9,70.8,7
42933,2024,30,27.99,23.09,77.8,7
42933,2024,31,30.2,23.03,68.4,7
42933,2024,32,29.7,22.89,37.9,7
42933,2024,33,32.86,24.97,14.3,7
42933,2024,34,32.29,24.6,132.2,7
42933,2024,35,31.93,24.57,14.4,7
42933,2024,36,30.76,24.4,79.3,7
42933,2024,37,31.71,24.21,11.2,7
42933,2024,38,33.93,24.43,3.2,7
42933,2024,39,33.21,25.1,21.0,7
42933,2024,40,35.91,25.19,0.7,7
42933,2024,41,35.41,24.69,13.4,7
42933,2024,42,34.93,24.63,57.0,7
42933,2024,43,34.26,22.56,0.0,7
42933,2024,44,35.39,21.13,0.0,7
42933,2024,45,34.33,20.4,0.0,7
42933,2024,46,33.41,18.19,0.0,7
42933,2024,47,31.01,15.73,0.0,7
42933,2024,48,30.53,13.93,0.0,7
42933,2024,49,31.84,21.49,0.0,7
42933,2024,50,30.0,12.34,0.0,7
42933,2024,51,31.36,12.06,0.0,7
42933,2024,52,30.27,18.91,8.6,7
42933,2024,53,31.25,19.2,0.0,2
42933,2025,1,32.39,14.21,0.0,7
42933,2025,2,29.19,14.1,0.0,7
42933,2025,3,31.77,15.44,0.0,7
42933,2025,4,34.69,16.06,0.0,7
42933,2025,5,35.87,17.91,0.0,7
42933,2025,6,34.84,18.74,0.0,7
42933,2025,7,36.33,16.47,0.0,7
42933,2025,8,36.66,18.14,0.0,7
42933,2025,9,37.99,19.66,0.0,7
42933,2025,10,38.06,17.89,0.0,7
42933,2025,11,40.81,22.24,0.0,7
42933,2025,12,40.0,21.66,0.0,7
42933,2025,13,40.89,23.56,0.0,7
42933,2025,14,40.03,22.67,5.6,7
42933,2025,15,42.76,27.21,0.0,7
42933,2025,16,44.17,27.31,0.0,7
42933,2025,17,44.39,27.9,0.0,7
42933,2025,18,43.17,27.36,0.0,7
42933,2025,19,38.81,25.51,2.8,7
42933,2025,20,40.0,27.01,20.0,7
42933,2025,21,34.69,25.27,95.7,7
42933,2025,22,36.19,25.93,141.3,7
42933,2025,23,40.01,27.64,0.5,7
42933,2025,24,37.83,27.09,38.9,7
42933,2025,25,32.49,25.56,15.2,7
42933,2025,26,30.11,24.37,109.3,7
42933,2025,27,29.99,24.31,68.1,7
42933,2025,28,31.76,24.89,16.7,7
42933,2025,29,34.03,25.7,8.1,7
42933,2025,30,28.86,24.41,45.3,7
42933,2025,31,33.27,24.53,3.8,7
42933,2025,32,33.37,25.19,16.2,7
42933,2025,33,29.63,24.31,112.2,7
42933,2025,34,31.63,23.97,20.2,7
42933,2025,35,30.77,24.34,109.7,7
42933,2025,36,30.06,23.51,29.7,7
42933,2025,37,31.81,24.19,64.0,7
42933,2025,38,33.2,24.91,1.0,7
42933,2025,39,31.1,23.84,75.4,7
42933,2025,40,33.5,23.71,0.0,7
42933,2025,41,33.43,20.06,0.0,7
42933,2025,42,34.33,23.53,0.0,7
42933,2025,43,32.37,23.39,39.8,7
42933,2025,44,32.04,23.56,36.6,7
42933,2025,45,31.49,15.8,0.0,7
42933,2025,46,29.64,12.64,0.0,7
42933,2025,47,31.31,15.33,0.0,7
42933,2025,48,30.26,15.84,0.0,7
42933,2025,49,29.84,12.39,0.0,7
42933,2025,50,30.89,11.07,0.0,7
42933,2025,51,31.49,10.79,0.0,7
42933,2025,52,29.93,11.94,0.0,7
42933,2025,53,31.0,11.3,0.0,1
